	node_0	node_1	node_2	node_3	node_4
PTPN1	0.01241510242897019	0.01884893156675377	0.012810021812916648	0.008699378706495857	0.012695330879621367
TES	0.007352515836326065	0.023461745934301073	0.01455310706255418	0.008806227151599687	0.0159417434056076
GFPT1	0.014228732962289034	0.006253495745948386	0.008772558382258117	0.009282398699771889	0.012930858824501826
LIG1	0.006889824238057226	0.008236523613199017	0.006159621536246415	0.011989282936856322	0.024021017415614493
PKIG	0.010787734908638082	0.007764070557830387	0.006800208375300518	0.010832004160947385	0.02199328080207379
P4HA2	0.008964433447618313	0.00511053784045446	0.0072683318692586965	0.007267783009373863	0.007394800071515793
EBP	0.00572118306334598	0.005844380282716762	0.005801598709866564	0.007772336687717791	0.016357558619281985
PHKB	0.004091393114327714	0.005570648865851167	0.005325947108925294	0.007200542427635426	0.012308926141458707
PIK3R3	0.013256354932413991	0.018054767594034293	0.015117028997318704	0.011408241393750336	0.018816612803394247
WRB	0.011076052910272355	0.009977600901493935	0.008526293232259098	0.007831996612848332	0.008742435079693057
GPC1	0.005139763582555105	0.01126793863990472	0.007669511139007942	0.005307354879115412	0.008006240225380913
SYNE2	0.012213104797320115	0.007786444085905258	0.01110199205278793	0.00815348904880274	0.008129236387304698
CASP3	0.006617929663878873	0.01563004762224195	0.01201996087848205	0.007427087371086791	0.010170894246117394
DNTTIP2	0.0056212245861146926	0.004665024289452183	0.004887043339285195	0.005185367986297429	0.010264277602062217
ZMYM2	0.004465579558875604	0.006095851882038787	0.005444729167462238	0.0054795159497933845	0.011370031438279507
OXCT1	0.009305529462262664	0.007106290744072393	0.007232082478949117	0.0057649247919454175	0.008050080401619662
NNT	0.011405119898387921	0.0038216848836221434	0.006976548509528842	0.007564140591660686	0.006157760671186838
MAPKAPK3	0.012264435603960462	0.00966710933655863	0.012951096836270335	0.01209510553064561	0.02368266077440855
INPP1	0.006244476193840649	0.0032026189776818673	0.003963427739162951	0.005813747141947385	0.007369297242863117
SACM1L	0.0033138041317571547	0.004857188937585185	0.0050106922089655885	0.006306489172333345	0.010975284138381333
PRKACA	0.009878295879755956	0.024171519235443112	0.015381908762370129	0.008751470456899191	0.016155596145216916
INTS3	0.006205557857256536	0.012204392209432528	0.009234147880425697	0.006035187355835283	0.007572180796473503
STAMBP	0.0036054900356870126	0.004690834715608831	0.00474446200110717	0.006057670517352931	0.010930249362908196
GAA	0.01064761140344132	0.017416719979411712	0.012566787339640267	0.01011715800021071	0.021897619117024994
TARBP1	0.008751034156215849	0.004218907234273756	0.0059818302453691135	0.006670891598282549	0.008202822229800403
SLC25A4	0.0035468494118364793	0.004586794817912482	0.005715707964415984	0.00395384279522197	0.006068089155804908
SLC37A4	0.010150690804255253	0.00483321405877762	0.0060488960164582625	0.007647489960501644	0.010750981578877253
PCK2	0.008155852208120092	0.01269330029664282	0.012215380846678978	0.008358457161418696	0.01225922303565871
HPRT1	0.0063473553434271615	0.008646453300083663	0.006737880570832673	0.005892276280340985	0.011393017898205376
FAH	0.005816619999587442	0.003733695583809878	0.0039231358000503275	0.006762799272783285	0.0135212820993638
POP4	0.0028996139595206583	0.005339727376938212	0.004169622155145657	0.0036809468627836384	0.005643636819677958
CDC20	0.004557142221212732	0.007851565090358514	0.004824613781368319	0.004166970253661051	0.007307895870024958
CYTH1	0.009399182624384248	0.006242904473651729	0.006163095421812202	0.006647234535515589	0.007398026846426832
DDIT4	0.005788667271395811	0.006118888471316183	0.006691157124098167	0.005502327467260232	0.006325925506488304
MAP7	0.12192562055071908	0.1753343807357759	0.10640424361559557	0.06826875909974678	0.15714378142749466
NIT1	0.007107010847989085	0.02074601284670609	0.013184596128197367	0.006995756261074888	0.013224165279175285
NUP88	0.0029459270138938354	0.007510012048513489	0.005510309789908423	0.005221851562514963	0.007886992177007602
WFS1	0.008242635522015469	0.009897548997490934	0.011051836891358543	0.008177183544647916	0.021288210005253393
ADGRE5	0.007143105912809952	0.004336259026891642	0.0054150796049221624	0.007260247187547943	0.010920959870173799
MSH6	0.017567742927492948	0.020477692748761225	0.0239411778453134	0.02013828707501572	0.0584497126453596
FAM20B	0.006927134174536211	0.016982998875951748	0.012375414422971834	0.007706924222197711	0.010762557570741703
PIN1	0.010099608615889	0.019314348718995095	0.01567154165378014	0.010997144900003895	0.020012606576847555
ETFB	0.006274588302691568	0.01595574470548472	0.012166438991090031	0.007890672083184247	0.010745929627521595
FPGS	0.009127362187964332	0.008209928857209874	0.007454792178597866	0.0064609016142825985	0.011374745962409118
FHL2	0.0035316564988796787	0.005092599307435577	0.0035561195728521233	0.0058564067287980495	0.009115866591008869
CRYZ	0.007019771023688167	0.0040959132479201875	0.005057822489428815	0.005890909176204069	0.011377683010718133
UBE2C	0.00397604528655852	0.00873573183687288	0.006616677387721604	0.005101956141352886	0.007028102517077649
RFX5	0.007251503148693946	0.014631845171951744	0.010281971134766959	0.00884038617458271	0.01717955621942778
ARNT2	0.010636478376762359	0.020795207564243513	0.012553461753884426	0.007590468140903543	0.013001099705733805
PYGL	0.007126135259891521	0.007484289195747533	0.00806971648002119	0.0064629428128484675	0.006576625487870735
POLD4	0.009431555481929914	0.00473362595595878	0.005215499941105061	0.00782639256370614	0.014079734838049212
LYPLA1	0.007818860875842206	0.02024090096936	0.012218440867180182	0.009417794235063112	0.015686109039354756
ECD	0.006970342470388344	0.003443848464032278	0.005268596079049649	0.00616381674953221	0.008529041346989683
PTPRK	0.018539509863199223	0.024070447781718005	0.015026320090093909	0.012094851965591742	0.021706685337329664
TIMELESS	0.009782173536968943	0.00535902746354203	0.005923729710414459	0.008534427484838989	0.01608254276792655
STK10	0.012074698533881736	0.022831150728094413	0.016870783441662374	0.010922902684081756	0.016185084634761926
TP53BP1	0.004826093686902174	0.009946880780438042	0.0069837433065791715	0.006337545049888226	0.011941127110315655
TCTA	0.014981535178766792	0.013848845816294269	0.013013554192608832	0.009934327319292701	0.014440700211131101
PDHX	0.01086168365294546	0.010332217885784032	0.007548152486801925	0.013594498923291776	0.02706745254746644
KLHL21	0.018375203798504477	0.007268724643880059	0.011722725391459436	0.010212741830541555	0.011594648939849623
COG2	0.006129372920899166	0.015344041824928748	0.010456913526059586	0.007391933390760783	0.011466294508254853
DNM1L	0.005877438929765417	0.013825144153085889	0.009129306497662124	0.008169125166191744	0.013601450972575342
PTK2B	0.013940524744542746	0.030197318514397574	0.020175218653492727	0.011930521545300768	0.02079060007297421
PAN2	0.017623626739720667	0.013697485699546276	0.014014017962706897	0.01383720805069054	0.016477553900934715
CCDC86	0.003266906171588677	0.009531190331042513	0.005886217950659167	0.005637991484601841	0.00937279817210057
TP53BP2	0.010105569226663544	0.005972778965010955	0.005264151482063861	0.0072022240410826045	0.012713156080286357
SLC11A2	0.00459175503002617	0.003461915234162315	0.00447332489090951	0.004300301776112786	0.005912942352141171
SPTLC2	0.019348194035468103	0.012522299879655634	0.011939340277838098	0.013085021421767123	0.013265993138159335
KIF5C	0.011504131124066942	0.0045309195901526	0.007202586995618333	0.008444088038524105	0.010534886642384191
RB1	0.010213472664586247	0.02691525119071652	0.018706420669879657	0.01176727393030583	0.01729682245628013
TBP	0.006911030291399268	0.015148471876252626	0.010713992889101935	0.00900366733762376	0.01915390050867204
HAT1	0.0028830715390785744	0.0025473752074199113	0.003934240734236878	0.002941875385515233	0.004166424483700259
PAK4	0.0036915989335257375	0.005851570391944685	0.005374727712663898	0.006649574583906132	0.010867635034472412
TIMP2	0.005532709743256188	0.015620051209105132	0.01046639050964527	0.006829796578370379	0.01118194155651117
RRP8	0.0038560404181491705	0.004213844177422108	0.004138894589199456	0.006402959831118475	0.012406835364204236
S100A4	0.00193272702492453	0.004450780366028596	0.0037815548179777982	0.002311123105158523	0.0032486158261142823
B4GAT1	0.008554187545894086	0.004078235935873128	0.007047794914687239	0.008509605110221549	0.012429466415528525
ABCB6	0.005538654377109399	0.007804660264455798	0.007010744181041301	0.006729485975779945	0.011639079670025752
PMM2	0.009411160659902855	0.015471163624404002	0.009742750557163844	0.006030764011940209	0.012273378773059543
MTFR1	0.004722146770523006	0.01134799005825128	0.008785331321768067	0.005301159097291215	0.00764405962508619
RFC5	0.007554541064329286	0.00519631368504241	0.005386156810743619	0.007923923177450084	0.016773732407254105
CDK1	0.0028530128223059614	0.006116287701553912	0.005022476558937922	0.003964697447758633	0.0061941824501720154
ST3GAL5	0.006619082752294052	0.008879082409060702	0.007924369587339044	0.012838031123035238	0.02888996484033581
MAPK9	0.005021146396978903	0.01645216213696965	0.01060874753740318	0.006118168664272215	0.010416515342788873
TLE1	0.004045872054015986	0.005247776657555695	0.005013134069509612	0.008119205188880558	0.01663994123272907
PAFAH1B3	0.004278293756194656	0.006922826132571958	0.006068474569243794	0.0048274921869459544	0.005486809182914645
IL4R	0.008998779442345426	0.02784789158412085	0.018063281166080792	0.009958129751373479	0.01833658351416775
NPRL2	0.008558005861928399	0.016620132364499052	0.010600324959744084	0.009093417512024561	0.01839800531523093
CDH3	0.009325097547002973	0.013452795290357915	0.012716260190589431	0.008204680333563669	0.01254564292576847
DRAP1	0.00310771763882728	0.005715872749076773	0.004780604422389617	0.0037710742784025707	0.004625619157948018
DFFA	0.007865850172066872	0.02278445832355279	0.014284572330939181	0.008302144019571793	0.014756478920051807
EDEM1	0.0051357156367964054	0.003457413688194181	0.006194309416804747	0.004530380704009946	0.01102781292136967
HS2ST1	0.006368959987173541	0.018283360228000083	0.01204261566876773	0.008013945375643896	0.011381955304655623
KIAA0355	0.013190780508231113	0.004763678089659821	0.008637318953789453	0.007224622491896943	0.007524407141157624
CNOT4	0.00806645230251171	0.010092954114627179	0.007639845201836082	0.00580430304255819	0.011321631408236079
DMTF1	0.0037299387075915608	0.006967904815318413	0.0048442826306085976	0.004790828178407587	0.007693128553453352
DCK	0.004360787781578958	0.009751805329423657	0.0087056365933582	0.007077094751470782	0.0172053460142894
DYNLT3	0.009832370997587834	0.008707966538077606	0.00735399062731242	0.00699014249340317	0.009462424596014837
BAMBI	0.014759426841489575	0.006783584739807343	0.011629077844089352	0.010160457987640658	0.009412195415109924
SLC35A1	0.00635333849538086	0.00750065396436305	0.005299716189400999	0.005279828024671757	0.009166538737181087
NCK2	0.010317758998261137	0.008671657283033743	0.008162826118036676	0.008331513034832799	0.012711108958539
ITGB1BP1	0.004410963552410919	0.01160233622589618	0.007729228684363053	0.005271534022326001	0.008442220219751542
PPP2R5E	0.005251445082650873	0.014483720933528756	0.01008500883616029	0.005211865380194634	0.009972889767988586
CEBPZ	0.006098311532357763	0.006369466292691219	0.0043602674729009685	0.0074280269262078005	0.015257251007653608
TIMM17B	0.007986566091432496	0.0077187812286439225	0.00525240561286305	0.005988638931715717	0.009009360852941297
UGDH	0.005929585774636533	0.00617615762437316	0.004942803823921124	0.005169487571321377	0.009372165171342735
MTF2	0.0053968636072418115	0.009355560646340588	0.006454196410658535	0.00914594507238238	0.017818006808467467
EZH2	0.005309756865308589	0.00416155176389884	0.004591431742887095	0.006582043176227243	0.011581674818528509
MYCBP	0.0046862740345697	0.009736591434055274	0.007004370612370205	0.005822777588868889	0.012743013677183532
DUSP14	0.013921764772612793	0.00386957499681325	0.007656892921889539	0.009264656708643938	0.0083525529115448
SOCS2	0.006580403043379305	0.02342034995064328	0.014316884805794551	0.008893564825270425	0.014331604147750067
RPS6KA1	0.004208601236542542	0.007539550443335254	0.005287245369061702	0.0074758518630896045	0.012156589542777218
APOE	0.008457472075847468	0.02270167412789458	0.015207435721571301	0.010308483318917375	0.014919491957017698
HES1	0.005382376430180874	0.005638088038253808	0.004737493913848335	0.006443305593524771	0.01057035349955122
PSMG1	0.007673051212239857	0.005925102106642938	0.007271063766127443	0.005909193629456637	0.005888385756762305
SATB1	0.019095825164242592	0.011568889511040096	0.014217822339668671	0.012951744983318275	0.019672460461569122
DDB2	0.00441765608751013	0.004388769951036529	0.005281286303674423	0.00753033214828704	0.015255540409780473
CCNA2	0.0035311767320447642	0.0043058151565940886	0.004598928719477228	0.007041800724493054	0.01344280609474642
EML3	0.006010979467733752	0.004772927526854773	0.004997630989978843	0.007227988016250422	0.008930595678959232
PRAF2	0.005387975903878428	0.0048271905588983584	0.005083508284054128	0.0070498296050257895	0.012191363375827378
SPR	0.00413855751376623	0.007349710375008849	0.006322986097104193	0.005697181094659668	0.009631692873427234
EPN2	0.006424454670590342	0.009825141254130735	0.007141510648771483	0.007184609162145966	0.009272267068800926
MRPL19	0.005805686614317297	0.01039902753776197	0.008673654249277386	0.006617077173838294	0.009628973318705492
CEP57	0.013338743208785244	0.021285307791664338	0.0138188405794802	0.01135972799610131	0.02034183303859514
TRAPPC3	0.002853415309823919	0.0031020538909167766	0.0040360468018007635	0.004064050020273441	0.0062275453564392515
ZNF318	0.006740931638167189	0.012810876822783347	0.01055255452740211	0.0066493047943737855	0.009110328536350772
STX4	0.0038256901432676114	0.011101298343878812	0.007833401978587368	0.0057332987257207825	0.008908886154144355
IPO13	0.015092769016798102	0.03282295318608845	0.020127713270801165	0.011809414719126112	0.022218842567193333
PCBD1	0.004436827796991343	0.009351994939330038	0.007732746087326418	0.004774229146052973	0.005988847141098686
MNAT1	0.0060482595593566	0.006945785166869144	0.005692544802630452	0.004978453944141116	0.007964817130419051
AGL	0.012347959800983918	0.014612061882109026	0.011597315889659813	0.008877479298422274	0.010858181608528967
LOXL1	0.00586759125915858	0.014533659459157935	0.010694846980059871	0.0067660444921333355	0.010366908760336241
NFIL3	0.008662898062620532	0.00392893391551422	0.005328562229187706	0.005829695257873946	0.006325153103646383
CSNK2A2	0.005282693116717853	0.018414833714492884	0.011413537471132327	0.007190248642065578	0.012717255046635673
RAB4A	0.008906755386446722	0.004280772552348073	0.006558453726098906	0.008075858778466883	0.009814110071342582
POLB	0.005418976055397211	0.0026557060564835594	0.003961207031325787	0.004466424622058259	0.006319982210019517
IGF1R	0.011727217730215312	0.004788394560348426	0.007491732238022377	0.008596590075454219	0.012577573587312749
FGFR2	0.019994786218949734	0.024666110368061964	0.02056785994359818	0.01515494380298458	0.020726371376318314
MBNL2	0.007783590090988738	0.005246720304708526	0.005915889669558808	0.006372464926843886	0.00914333456248354
TATDN2	0.010859899252184264	0.015911251027820175	0.011019031317108954	0.009585633434652064	0.013562075543075706
TRIM13	0.008541677870733774	0.028101462104170406	0.017378901373555272	0.00959898531195917	0.0170307530892019
HMOX1	0.008609714121074356	0.014464975072817675	0.012117848018587648	0.011499901284142564	0.025197192129296105
NUCB2	0.008799327629146269	0.014179838183288263	0.011810368537277663	0.008157217541479089	0.009120788491830248
BCL2	0.01403964027091477	0.026348775844577507	0.020129971007258034	0.014050522887856904	0.027343569190101193
RFC2	0.007016398495475285	0.011645018128476676	0.009296980032052144	0.008465388430309362	0.013826055657473373
FZD7	0.014323597577938161	0.0066803165212251416	0.008674774164505801	0.007975453382394667	0.006745128920821792
PHKG2	0.005969966702733624	0.01617547086837933	0.01002962164040674	0.006738296160899708	0.01273755944510964
GADD45A	0.004323301146204455	0.011048518986025671	0.00815953682841578	0.00489956891519974	0.008135556870682932
LAMA3	0.018325319982295984	0.011453857167194818	0.011796034320866261	0.012404024372483636	0.010909647493074099
SKIV2L	0.01619640277363419	0.003897559254060406	0.009069437334503216	0.009641109965945024	0.008889111528384725
BUB1B	0.011638828159716957	0.02174951500034007	0.013706397712737795	0.007794322399333524	0.014354156380863221
SLC25A13	0.006516280622009521	0.01250940209724058	0.0093680526618695	0.010156376226986485	0.022886864050085408
SSBP2	0.006321340257224042	0.013775002196883667	0.009752384290252582	0.007045583256105559	0.009739268078743575
AKAP8	0.00440646707137817	0.007604697862267252	0.00549843015658444	0.004578498741214142	0.009299397197975347
PDIA5	0.026608853880341773	0.02726642416146759	0.021028532067585124	0.01805825568082844	0.021898390409890056
RAB11FIP2	0.005892781866482343	0.006744961257770754	0.004748131378542147	0.004112295366373809	0.005249520913278769
RAB21	0.007112173234559628	0.019748689503643335	0.012137753725612172	0.006981074907929791	0.012180109302926206
LYRM1	0.00867979547869984	0.012868866677614969	0.008015989562312293	0.005099110487010047	0.010581226708791804
RAP1GAP	0.00571374660382699	0.007745507455151775	0.006748230285678291	0.005729215592671919	0.007436137267681746
TCEA2	0.00724989800769197	0.022480701783960378	0.014419185888278804	0.007741218793486014	0.015522479526013098
NFKBIE	0.0093083419174171	0.02198716733947269	0.01502133307216067	0.008953119244052342	0.016741945713288152
MRPL12	0.002798820738735325	0.007449162836456993	0.0054453456433126695	0.003306457243315306	0.0047358113287126755
ATF6	0.004543901103248744	0.012096196991878255	0.008995757163751715	0.006538201229608458	0.01024186627346191
CEBPD	0.006516467271208097	0.019388278635426547	0.012009271190380841	0.007287306881854991	0.014613060934075807
GNB5	0.004563367072590553	0.0073708617717617424	0.004546219349311415	0.0064438328635010025	0.010711487292585004
DUSP4	0.005669116038169518	0.006565533766761298	0.005650472251766178	0.010001893076023134	0.02082836629684336
CEBPA	0.007548037820812894	0.01374057902256331	0.010995581070489339	0.009430412344398915	0.01724439923363879
WASF3	0.01731321217154918	0.011747036467410208	0.014439622096630552	0.012366845327388507	0.022787201565407665
PRKX	0.010194660615136892	0.024163519128055665	0.01659701657964895	0.01066468623923848	0.016698195355613118
SLC5A6	0.007075850519581311	0.02119530375699261	0.01379155235401925	0.00839754720393981	0.01712565972899718
MAP3K4	0.0122195943188695	0.004950502533150678	0.00785196390004074	0.009682462082423097	0.01049099125928993
AURKA	0.00934188290836389	0.022348851219322455	0.015268479421272364	0.009893927829881782	0.021336604863369663
CCNH	0.007635386697630893	0.008760997583537862	0.006412358834655029	0.005932695100818159	0.011185538261683442
TESK1	0.01576916564944122	0.020690646995155878	0.013542029416493772	0.009737672096077784	0.013840182565820714
CDC45	0.013662145335884208	0.015120750692372235	0.0104039872680672	0.009920543409920254	0.01896683333891376
FOXO3	0.008204458666230069	0.006062111047400575	0.006329593209944877	0.009596613215743375	0.014631830341483885
ENOSF1	0.01753375767040804	0.007844981417396295	0.009372087391266302	0.012188920612907508	0.01482261758657804
IFNAR1	0.011366455880179843	0.039321943652123985	0.02560437898545619	0.014151368915308247	0.028361781405307124
CDK2	0.004645658394715009	0.014789100758865881	0.010294987808645482	0.006859575377597281	0.011478259051280642
ELOVL6	0.006218285507956454	0.01260167652161239	0.007906285023749283	0.008455666201415728	0.017509685744233592
PMAIP1	0.006277750362400516	0.017456157445842186	0.011443998538489208	0.007142555273075618	0.01244568680831186
PIK3C3	0.007931440706150393	0.011411834686434835	0.009138894923944532	0.0072521472007939245	0.009749707761330708
CREB1	0.00585792591398944	0.012150303810114482	0.009480589789618597	0.0074304897652173055	0.011492781601168236
PIK3CA	0.01060454748997469	0.020164921389411408	0.01247533362713463	0.008081757658646589	0.013051403245435925
GSTM2	0.010374891872127874	0.010224184035979574	0.011645806108798444	0.008644921712812177	0.014107100459410545
FOSL1	0.006201849283466023	0.010018707499868596	0.007673262419782895	0.01098739834755368	0.022581311636928423
FZD1	0.009617664028591039	0.03115657083045409	0.020281711158905057	0.011551906916447193	0.021447874532785936
PLA2G15	0.012802264950989633	0.005986617667465952	0.009256189815556948	0.007885152273218173	0.006314727092722723
SNCA	0.022043691212097812	0.03846563991479449	0.02754133575367869	0.021846183862727526	0.035519172683986584
MMP1	0.01459414446982818	0.034883208607200976	0.02328269814054777	0.014837621082533078	0.025067008262389664
PIK3C2B	0.010430792502559537	0.014704800624643105	0.011646969464261477	0.011435317982377761	0.021960330555393467
CD44	0.015526236474855409	0.01572035185135002	0.00969865568911653	0.012003162899937535	0.021615198622195225
DPH2	0.003760985504874626	0.0055404466801900415	0.005363805523604348	0.006754888730821505	0.011589586736026928
PPIC	0.009744847821651418	0.008777770075375238	0.00714151297184495	0.007119185741402589	0.010773984568164387
BRCA1	0.0052839905005247385	0.005154969968267364	0.006556330666187478	0.0071554741790024225	0.013616198848025066
ST6GALNAC2	0.006544892808813548	0.017216006252420233	0.012044695663781826	0.008297703311293399	0.011217508529931768
IKBKE	0.006714650481022866	0.006179782504800588	0.005974883369546438	0.006450942887713745	0.00543975817998233
FGFR4	0.00894967427731525	0.00990753882939751	0.00925117411838609	0.01041484948497142	0.02131301576010994
SLC25A14	0.012308680092156543	0.004871068107174937	0.006638700590817287	0.006639090898845157	0.006467947290813225
CGRRF1	0.005995129316321601	0.008511401964824224	0.006462403036876345	0.005160654988204205	0.006539265273802315
CCDC85B	0.008562945775530474	0.0053594628104198	0.006925804668919421	0.008012720953421771	0.01468774659612601
ACD	0.02106876175207433	0.020822828617111943	0.015105084182947193	0.0137928894797884	0.018393144856076356
TFAP2A	0.010246490374308673	0.018544193720516286	0.013255247607952214	0.008579547318920406	0.013640194907170179
SHB	0.019158240212314513	0.039439344421775456	0.02519892526629034	0.01377440156431014	0.026039965715301094
CCP110	0.00943012549155966	0.005708711482746517	0.006123893976987196	0.007250662362214022	0.014406545789474881
KCNK1	0.0031967934642604034	0.005439955037451255	0.005076810625661308	0.003387987260515321	0.0056247440110159305
CDC25A	0.0065474145900889305	0.0062373075928044835	0.0071722101378900545	0.009853547087438408	0.015646167861735744
KIAA0753	0.007537728963796557	0.015224555032699549	0.011495769984413772	0.009369531723968531	0.017317753883845405
NCK1	0.007151473601803537	0.004053141798770802	0.005648192488294656	0.00429450110891897	0.006963952147586795
STX1A	0.31436964152250635	0.2604650347857778	0.21069167645765172	0.1615243986385712	0.1362092261083447
PTGS2	0.03712142575218041	0.009067779818394529	0.01780423485089785	0.01822005264477213	0.01608202921967641
MAP2K5	0.010796656997387199	0.004260424002819403	0.006306299986170975	0.005443982718618673	0.008590917394394068
C2CD2L	0.008127474709158707	0.004368554888111111	0.00595162104064127	0.006132749413024626	0.006999040508544245
USP6NL	0.007394601785666225	0.012404058628688477	0.009137778531956959	0.008304386176763283	0.016611842962220402
FAS	0.02053017573112736	0.013576105804986131	0.014719903109743864	0.012093839465425318	0.0144309115018139
PPOX	0.01023449326598779	0.021929446431904396	0.013089707435194043	0.008061839720664947	0.015123508570820976
TMEM5	0.0026461405832698785	0.004165809244740413	0.0031402877207678307	0.005435310581531716	0.011030229925957891
CLPX	0.004487275048715008	0.005713548074344572	0.0043445209185353365	0.007256073783237471	0.014302757045404109
ZW10	0.00683622351120203	0.006017101853593631	0.004393199257543296	0.007217932544766875	0.014721000524032026
MELK	0.0034601224416015066	0.004884782524491449	0.004440179569574859	0.005668307774863595	0.011453272159397837
CCNF	0.007830996639959457	0.009675385869809257	0.008888369007073283	0.012709752303291652	0.0283246600703625
RAD9A	0.005655833426016822	0.012327019887045739	0.009325376664534693	0.00815504961660055	0.014853838507673004
TCFL5	0.025870923643876522	0.008701955209718257	0.01641225882097559	0.016494586692131632	0.018193085024295303
ZNF274	0.008189541246933298	0.013273033311770729	0.01122468225605087	0.0077574601258498434	0.008834297629297824
ICAM3	0.006691590718859735	0.013135619064586676	0.008772350871870654	0.0054576430222323565	0.011329863234573393
DDX10	0.008445932593355122	0.011778425553360552	0.010104487152969343	0.010898436994629128	0.024907246844043048
TRAPPC6A	0.0073497532736500224	0.015044877357801011	0.010386208017919724	0.007617230426744064	0.009193395204465583
CDK5R1	0.007775250098334996	0.004669941979204417	0.006003786284575668	0.005284747011280808	0.007056321834232784
ATF5	0.0045982612637547405	0.01016923553068771	0.006731339600982788	0.00573646298420513	0.009119877691564868
STAT5B	0.0164305170137013	0.010572389754503605	0.01079245954880612	0.011368271418867157	0.020187367944371124
CCNE2	0.021604203589962498	0.010348112072070221	0.014843141868668624	0.012696900165769954	0.015164517094150124
LSM6	0.006598307609654411	0.0035325924472601705	0.005021742496316205	0.005505674569754193	0.00927434252253307
IKZF1	0.03858384059041208	0.04306254641746316	0.041536054320924144	0.028288002046126755	0.04635752820750697
CENPE	0.004678915509752825	0.004641123869110361	0.003906739443716619	0.0056255311120826995	0.008751885764779792
KIT	0.012927080854291575	0.027622535285383575	0.019673497277847264	0.013966925656992936	0.025461087041073447
ITGAE	0.006230546200806022	0.01439485193937227	0.009841054280109738	0.006100937692273889	0.009036726914800109
IL1B	0.01233027953893895	0.037148767732181086	0.023821626496485275	0.01362346021360985	0.026263868417322856
ORC1	0.011033011073585822	0.01413595048842116	0.009169562761996273	0.0066955633570471365	0.009809613695014825
MAMLD1	0.012299874598010973	0.012511583210673735	0.01122983191327295	0.006678196682156842	0.014216030298589782
SGCB	0.015021291129412086	0.01174819613987042	0.008461192444393893	0.008911061417457074	0.012515124692688456
MOK	0.005442958290256957	0.004033201445700776	0.004980037128768589	0.005428674914100942	0.00782901328374022
CD40	0.011419552971821244	0.03070124505586742	0.018765221090780205	0.010475946170565584	0.01951810195605127
PEX11A	0.02706219417707238	0.032763444971856216	0.026132986488278418	0.019099597742495075	0.027789370473440336
CLTB	0.011272138531510455	0.008931802316097819	0.006682251692373616	0.009301149288277617	0.016756284605439917
CD58	0.005788572419536567	0.005959650609864581	0.004823893317647054	0.0072194820088938684	0.01631076891227679
PLS1	0.009955324415447284	0.010801978335734826	0.009214359669125757	0.0072672086315837174	0.00836124612690743
PCMT1	0.00621240179319713	0.010247198112403922	0.00773129979991613	0.005309780103958264	0.006342520377626549
RELB	0.006853529675779772	0.007429374949619295	0.007492687076699729	0.008658583761665346	0.019206261094717222
GNA15	0.00782919979532055	0.018747364090840424	0.01359850463715228	0.008583402809716653	0.013811263348798676
INPP4B	0.007792889307625992	0.010689905939013217	0.009467423638217088	0.006321426063714172	0.00905812480948723
CBR3	0.013197022612071998	0.009556413510521533	0.011060611076876071	0.013121815856078932	0.023266950382526488
CHEK1	0.0050777893781759256	0.01404410654394286	0.009624535076245447	0.006436091826574543	0.009758504078858726
SMAD3	0.01031539524937027	0.010954394815140487	0.011026323916572893	0.01380806528792712	0.03124052498904547
DAG1	0.020620528447941	0.01570129956289449	0.014111872752000812	0.014224328929002059	0.016895492081301873
PHKA1	0.006643999426778605	0.008599600114933941	0.006587652997327819	0.007850197295386503	0.01600931974264984
FOXO4	0.011994479836118142	0.007274414967486739	0.010112328736401955	0.007696501032879823	0.011982289758727147
PIGB	0.0038669611426283487	0.009748291806880442	0.00650184635567559	0.006309825309476083	0.010225728746063173
PDGFA	0.006850821938997758	0.0073346050848995875	0.0070766461735507664	0.010455287044975429	0.021614165850111184
CASP10	0.013730790510686689	0.027899966689022077	0.017190220436233746	0.010375775323378815	0.018825453597468025
GHR	0.017726534520780702	0.009400296628398088	0.010895028451275391	0.011584008372868236	0.01765076794330381
C5	0.005164438899908189	0.005652084743780209	0.004204986524930098	0.004128192946315158	0.0058656795589005
BTK	0.02548154600918629	0.013198458577379035	0.019036986461766842	0.018806988804350187	0.030882188750285297
RPP38	0.00723416116930987	0.008969303738884733	0.00808431478302301	0.012387134226033249	0.027900517970175533
SNX7	0.013385199430943627	0.036977762940169814	0.02403415297919911	0.012977417040480227	0.02459920865304553
NOS3	0.01318743887848068	0.012364964994155622	0.011294635909480438	0.014673175306776216	0.014221127940412564
SCYL3	0.015606690790948532	0.009308962238660155	0.01336346965487255	0.01190486268904972	0.019273705371999034
ALAS1	0.005551995280398775	0.017144014328842154	0.011596925385483833	0.006164784119696564	0.011565651686667436
SYNGR3	0.01153728498982934	0.012034617034183808	0.009243501953240809	0.008894936283374365	0.009936310735720332
BPHL	0.011388949530197723	0.02349222651274691	0.013619830879381007	0.009845781453769083	0.018077250414479384
POLG2	0.007721803889166163	0.014770494362193111	0.010868721649325931	0.007432251089221005	0.013719385701041783
NOLC1	0.007153961193247237	0.00439053881429848	0.0059990198618852224	0.006754024700351148	0.009376510794013793
NFATC4	0.015758048654474208	0.026513478011815274	0.01839984855800346	0.012010117912421809	0.019874958872887236
CCNA1	0.008264466671562415	0.022071932925184928	0.014519964841582658	0.009770561830019774	0.016469513995376384
POLE2	0.0039481992522134865	0.004683857630391713	0.005140064899237865	0.0073206998928500066	0.014196492767878129
